device,base_model,benchmark_model,resolution,accuracy,accuracy_cpu,accuracy_drop,latency_singlestream,latency_cpu,speedup,throughput_singlestream,throughput_offline,eta,feasible
RTX PRO 6000 Max-Q,resnet101,resnet101_w1_0,432.0,74.86,74.86,0.0,10.02385336,268.4661522,26.782729411356833,99.76203402879788,421.5256887,4.225311691001809,1
RTX PRO 6000 Max-Q,resnet101,resnet101_w1_0,448.0,74.21,74.21,0.0,10.00981733,292.0220681,29.17356615737562,99.90192298544173,388.8672004,3.892489641632503,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,48.0,14.06,14.06,0.0,3.117199389,5.162018554,1.6559795861040445,320.80078147352674,8090.485073,25.219655126269217,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,64.0,29.2,29.2,0.0,3.150145089,6.062563628,1.9245347298985949,317.44569591156375,7699.307816,24.253936705271716,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,80.0,43.82,43.82,0.0,3.209213866,9.451617673,2.9451504535534747,311.6027917598434,7076.307867,22.709385326861288,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,96.0,54.12,54.12,0.0,3.231360008,11.20290451,3.46693171985311,309.46722046576747,6366.788572,20.573385970952227,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,112.0,62.46,62.46,0.0,3.199824641,14.40124953,4.500637111632268,312.51712584083447,5535.11034,17.711382456585888,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,128.0,66.87,66.87,0.0,3.342831613,16.52139074,4.942334120495229,299.1475837763055,5101.670244,17.054024570744623,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,144.0,70.19,70.19,0.0,3.358306753,23.05607506,6.8653868618177425,297.7691061445452,4311.839414,14.480479421887763,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,160.0,72.4,72.4,0.0,3.383583827,25.82816481,7.633375181634004,295.5446210672528,3562.686846,12.054649592791238,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,176.0,73.53,73.53,0.0,3.395878143,32.17768291,9.47551165118471,294.47464187174165,3151.05737,10.700606850122062,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,192.0,74.79,74.79,0.0,3.393161768,35.46683722,10.45244513670944,294.7103817538946,2946.621244,9.9983625499174,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,208.0,75.54,75.54,0.0,3.453678725,43.65798446,12.641009177829648,289.54633005129915,2400.203017,8.289530095493712,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,224.0,76.88,76.88,0.0,3.529393572,48.10933557,13.631048674103495,283.3347938108615,2085.586081,7.36085410813407,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,240.0,75.81,75.81,0.0,3.530853911,55.37137088,15.68214723002172,283.21760831979094,1836.953571,6.486014700490767,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,256.0,75.82,75.82,0.0,3.543225093,59.15757657,16.695969072603315,282.22875311410536,1648.89799,5.842416733965263,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,272.0,75.8,75.8,0.0,3.73287184,69.12717912,18.518497843740597,267.8902579200255,1450.062836,5.412898726734938,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,288.0,75.47,75.47,0.0,3.676205023,76.37425416,20.775297809063463,272.01964899768865,1275.729205,4.689842111408797,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,304.0,75.49,75.49,0.0,3.711109029,84.83651539,22.860151703185114,269.46122902496916,1194.732803,4.433783692455779,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,320.0,75.32,75.32,0.0,3.849498589,89.71024866,23.304398374465805,259.7740918408218,1013.575201,3.9017563060948914,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,336.0,75.02,75.02,0.0,4.052976921,92.7711174,22.88962390072292,246.73222164642078,923.1558558,3.741529378043404,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,352.0,75.17,75.17,0.0,4.207944533,108.5170204,25.788605232073767,237.64571803589408,903.6958618,3.8027020611560336,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,368.0,74.25,74.25,0.0,4.07739121,116.841932,28.65605137751793,245.25485745577993,816.6238513,3.329694913166967,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,384.0,74.22,74.22,0.0,4.132983234,123.7278268,29.93668732603429,241.95597789352175,713.8107623,2.950167912834659,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,400.0,73.46,73.46,0.0,4.700408937,138.8837495,29.547163100375155,212.74744674412145,709.277209,3.3338929319940167,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,416.0,73.21,73.21,0.0,4.787307932,146.2336676,30.546116873436166,208.88566480456765,686.7520314,3.287693447238333,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,432.0,72.64,72.64,0.0,4.995455015,158.6017893,31.74921780373594,200.18196480546226,621.8474394,3.1064109097156387,1
RTX PRO 6000 Max-Q,resnet50,resnet50_w1_0,448.0,72.05,72.05,0.0,5.013419011,165.3503953,32.981563068477385,199.46467626302302,550.9599579,2.7621931272356193,1
